county,precinct,office,district,party,candidate,votes,election_day,absentee/mail-in,provisional
Cambria,Cambria Township No. 1,AUDITOR GENERAL ( 1),NA,NA,MALCOLM KENYATTA,333,181,152,0
Cambria,Cambria Township No. 1,AUDITOR GENERAL ( 1),NA,NA,TIM DEFOOR,694,517,176,1
Cambria,Cambria Township No. 1,AUDITOR GENERAL ( 1),NA,NA,REECE SMITH,9,5,4,0
Cambria,Cambria Township No. 1,AUDITOR GENERAL ( 1),NA,NA,ERIC K. ANTON,9,7,2,0
Cambria,Cambria Township No. 1,AUDITOR GENERAL ( 1),NA,NA,BOB GOODRICH,7,4,3,0
Cambria,Cambria Township No. 1,AUDITOR GENERAL ( 1),NA,NA,Write-in,1,0,1,0
Cambria,Cambria Township - Colver,AUDITOR GENERAL ( 1),NA,NA,MALCOLM KENYATTA,182,133,49,0
Cambria,Cambria Township - Colver,AUDITOR GENERAL ( 1),NA,NA,TIM DEFOOR,516,455,60,1
Cambria,Cambria Township - Colver,AUDITOR GENERAL ( 1),NA,NA,REECE SMITH,14,12,2,0
Cambria,Cambria Township - Colver,AUDITOR GENERAL ( 1),NA,NA,ERIC K. ANTON,4,4,0,0
Cambria,Cambria Township - Colver,AUDITOR GENERAL ( 1),NA,NA,BOB GOODRICH,10,9,1,0
Cambria,Cambria Township - Colver,AUDITOR GENERAL ( 1),NA,NA,Write-in,0,0,0,0
Cambria,Cambria Township - Revloc,AUDITOR GENERAL ( 1),NA,NA,MALCOLM KENYATTA,129,104,25,0
Cambria,Cambria Township - Revloc,AUDITOR GENERAL ( 1),NA,NA,TIM DEFOOR,304,267,37,0
Cambria,Cambria Township - Revloc,AUDITOR GENERAL ( 1),NA,NA,REECE SMITH,5,5,0,0
Cambria,Cambria Township - Revloc,AUDITOR GENERAL ( 1),NA,NA,ERIC K. ANTON,1,1,0,0
Cambria,Cambria Township - Revloc,AUDITOR GENERAL ( 1),NA,NA,BOB GOODRICH,4,4,0,0
Cambria,Cambria Township - Revloc,AUDITOR GENERAL ( 1),NA,NA,Write-in,0,0,0,0
Cambria,Cambria Township No. 4,AUDITOR GENERAL ( 1),NA,NA,MALCOLM KENYATTA,208,123,85,0
Cambria,Cambria Township No. 4,AUDITOR GENERAL ( 1),NA,NA,TIM DEFOOR,649,516,133,0
Cambria,Cambria Township No. 4,AUDITOR GENERAL ( 1),NA,NA,REECE SMITH,12,11,1,0
Cambria,Cambria Township No. 4,AUDITOR GENERAL ( 1),NA,NA,ERIC K. ANTON,2,1,1,0
Cambria,Cambria Township No. 4,AUDITOR GENERAL ( 1),NA,NA,BOB GOODRICH,10,7,3,0
Cambria,Cambria Township No. 4,AUDITOR GENERAL ( 1),NA,NA,Write-in,1,1,0,0
Cambria,Carrolltown Borough,AUDITOR GENERAL ( 1),NA,NA,MALCOLM KENYATTA,189,131,58,0
Cambria,Carrolltown Borough,AUDITOR GENERAL ( 1),NA,NA,TIM DEFOOR,430,373,57,0
Cambria,Carrolltown Borough,AUDITOR GENERAL ( 1),NA,NA,REECE SMITH,7,6,1,0
Cambria,Carrolltown Borough,AUDITOR GENERAL ( 1),NA,NA,ERIC K. ANTON,2,2,0,0
Cambria,Carrolltown Borough,AUDITOR GENERAL ( 1),NA,NA,BOB GOODRICH,2,0,2,0
Cambria,Carrolltown Borough,AUDITOR GENERAL ( 1),NA,NA,Write-in,0,0,0,0
Cambria,Cassandra Borough,AUDITOR GENERAL ( 1),NA,NA,MALCOLM KENYATTA,20,14,6,0
Cambria,Cassandra Borough,AUDITOR GENERAL ( 1),NA,NA,TIM DEFOOR,57,50,7,0
Cambria,Cassandra Borough,AUDITOR GENERAL ( 1),NA,NA,REECE SMITH,2,1,1,0
Cambria,Cassandra Borough,AUDITOR GENERAL ( 1),NA,NA,ERIC K. ANTON,0,0,0,0
Cambria,Cassandra Borough,AUDITOR GENERAL ( 1),NA,NA,BOB GOODRICH,0,0,0,0
Cambria,Cassandra Borough,AUDITOR GENERAL ( 1),NA,NA,Write-in,0,0,0,0
Cambria,Chest Springs Borough,AUDITOR GENERAL ( 1),NA,NA,MALCOLM KENYATTA,23,20,3,0
Cambria,Chest Springs Borough,AUDITOR GENERAL ( 1),NA,NA,TIM DEFOOR,70,65,5,0
Cambria,Chest Springs Borough,AUDITOR GENERAL ( 1),NA,NA,REECE SMITH,4,4,0,0
Cambria,Chest Springs Borough,AUDITOR GENERAL ( 1),NA,NA,ERIC K. ANTON,0,0,0,0
Cambria,Chest Springs Borough,AUDITOR GENERAL ( 1),NA,NA,BOB GOODRICH,2,2,0,0
Cambria,Chest Springs Borough,AUDITOR GENERAL ( 1),NA,NA,Write-in,0,0,0,0
Cambria,Chest Township,AUDITOR GENERAL ( 1),NA,NA,MALCOLM KENYATTA,55,36,19,0
Cambria,Chest Township,AUDITOR GENERAL ( 1),NA,NA,TIM DEFOOR,210,185,25,0
Cambria,Chest Township,AUDITOR GENERAL ( 1),NA,NA,REECE SMITH,3,3,0,0
Cambria,Chest Township,AUDITOR GENERAL ( 1),NA,NA,ERIC K. ANTON,0,0,0,0
Cambria,Chest Township,AUDITOR GENERAL ( 1),NA,NA,BOB GOODRICH,6,5,1,0
Cambria,Chest Township,AUDITOR GENERAL ( 1),NA,NA,Write-in,0,0,0,0
Cambria,Clearfield Township,AUDITOR GENERAL ( 1),NA,NA,MALCOLM KENYATTA,204,121,83,0
Cambria,Clearfield Township,AUDITOR GENERAL ( 1),NA,NA,TIM DEFOOR,725,597,128,0
Cambria,Clearfield Township,AUDITOR GENERAL ( 1),NA,NA,REECE SMITH,17,14,3,0
Cambria,Clearfield Township,AUDITOR GENERAL ( 1),NA,NA,ERIC K. ANTON,1,1,0,0
Cambria,Clearfield Township,AUDITOR GENERAL ( 1),NA,NA,BOB GOODRICH,8,8,0,0
Cambria,Clearfield Township,AUDITOR GENERAL ( 1),NA,NA,Write-in,0,0,0,0
Cambria,Conemaugh Township - Cover Hill,AUDITOR GENERAL ( 1),NA,NA,MALCOLM KENYATTA,111,75,36,0
Cambria,Conemaugh Township - Cover Hill,AUDITOR GENERAL ( 1),NA,NA,TIM DEFOOR,408,334,73,1
Cambria,Conemaugh Township - Cover Hill,AUDITOR GENERAL ( 1),NA,NA,REECE SMITH,5,4,1,0
Cambria,Conemaugh Township - Cover Hill,AUDITOR GENERAL ( 1),NA,NA,ERIC K. ANTON,4,4,0,0
Cambria,Conemaugh Township - Cover Hill,AUDITOR GENERAL ( 1),NA,NA,BOB GOODRICH,8,7,1,0
Cambria,Conemaugh Township - Cover Hill,AUDITOR GENERAL ( 1),NA,NA,Write-in,1,1,0,0
Cambria,Conemaugh Township - Center,AUDITOR GENERAL ( 1),NA,NA,MALCOLM KENYATTA,144,89,52,3
Cambria,Conemaugh Township - Center,AUDITOR GENERAL ( 1),NA,NA,TIM DEFOOR,483,416,67,0
Cambria,Conemaugh Township - Center,AUDITOR GENERAL ( 1),NA,NA,REECE SMITH,6,5,1,0
Cambria,Conemaugh Township - Center,AUDITOR GENERAL ( 1),NA,NA,ERIC K. ANTON,3,1,2,0
Cambria,Conemaugh Township - Center,AUDITOR GENERAL ( 1),NA,NA,BOB GOODRICH,6,6,0,0
Cambria,Conemaugh Township - Center,AUDITOR GENERAL ( 1),NA,NA,Write-in,0,0,0,0
Cambria,Cresson Borough,AUDITOR GENERAL ( 1),NA,NA,MALCOLM KENYATTA,224,148,76,0
Cambria,Cresson Borough,AUDITOR GENERAL ( 1),NA,NA,TIM DEFOOR,510,448,61,1
Cambria,Cresson Borough,AUDITOR GENERAL ( 1),NA,NA,REECE SMITH,11,11,0,0
Cambria,Cresson Borough,AUDITOR GENERAL ( 1),NA,NA,ERIC K. ANTON,3,3,0,0
Cambria,Cresson Borough,AUDITOR GENERAL ( 1),NA,NA,BOB GOODRICH,13,11,2,0
Cambria,Cresson Borough,AUDITOR GENERAL ( 1),NA,NA,Write-in,0,0,0,0
Cambria,Cresson Township - North,AUDITOR GENERAL ( 1),NA,NA,MALCOLM KENYATTA,205,132,73,0
Cambria,Cresson Township - North,AUDITOR GENERAL ( 1),NA,NA,TIM DEFOOR,531,455,76,0
Cambria,Cresson Township - North,AUDITOR GENERAL ( 1),NA,NA,REECE SMITH,9,7,1,1
Cambria,Cresson Township - North,AUDITOR GENERAL ( 1),NA,NA,ERIC K. ANTON,3,3,0,0
Cambria,Cresson Township - North,AUDITOR GENERAL ( 1),NA,NA,BOB GOODRICH,8,8,0,0
Cambria,Cresson Township - North,AUDITOR GENERAL ( 1),NA,NA,Write-in,0,0,0,0
Cambria,Cresson Township - South,AUDITOR GENERAL ( 1),NA,NA,MALCOLM KENYATTA,186,124,61,1
Cambria,Cresson Township - South,AUDITOR GENERAL ( 1),NA,NA,TIM DEFOOR,455,392,62,1
Cambria,Cresson Township - South,AUDITOR GENERAL ( 1),NA,NA,REECE SMITH,12,10,2,0
Cambria,Cresson Township - South,AUDITOR GENERAL ( 1),NA,NA,ERIC K. ANTON,2,2,0,0
Cambria,Cresson Township - South,AUDITOR GENERAL ( 1),NA,NA,BOB GOODRICH,5,4,1,0
Cambria,Cresson Township - South,AUDITOR GENERAL ( 1),NA,NA,Write-in,0,0,0,0
Cambria,Croyle Township No. 1,AUDITOR GENERAL ( 1),NA,NA,MALCOLM KENYATTA,128,77,51,0
Cambria,Croyle Township No. 1,AUDITOR GENERAL ( 1),NA,NA,TIM DEFOOR,525,453,71,1
Cambria,Croyle Township No. 1,AUDITOR GENERAL ( 1),NA,NA,REECE SMITH,8,6,2,0
Cambria,Croyle Township No. 1,AUDITOR GENERAL ( 1),NA,NA,ERIC K. ANTON,4,4,0,0
Cambria,Croyle Township No. 1,AUDITOR GENERAL ( 1),NA,NA,BOB GOODRICH,9,8,1,0
Cambria,Croyle Township No. 1,AUDITOR GENERAL ( 1),NA,NA,Write-in,0,0,0,0
Cambria,Croyle Township No. 2,AUDITOR GENERAL ( 1),NA,NA,MALCOLM KENYATTA,145,89,56,0
Cambria,Croyle Township No. 2,AUDITOR GENERAL ( 1),NA,NA,TIM DEFOOR,541,487,53,1
Cambria,Croyle Township No. 2,AUDITOR GENERAL ( 1),NA,NA,REECE SMITH,14,11,3,0
Cambria,Croyle Township No. 2,AUDITOR GENERAL ( 1),NA,NA,ERIC K. ANTON,4,4,0,0
Cambria,Croyle Township No. 2,AUDITOR GENERAL ( 1),NA,NA,BOB GOODRICH,8,7,1,0
Cambria,Croyle Township No. 2,AUDITOR GENERAL ( 1),NA,NA,Write-in,0,0,0,0
Cambria,Daisytown Borough,AUDITOR GENERAL ( 1),NA,NA,MALCOLM KENYATTA,45,35,10,0
Cambria,Daisytown Borough,AUDITOR GENERAL ( 1),NA,NA,TIM DEFOOR,119,107,12,0
Cambria,Daisytown Borough,AUDITOR GENERAL ( 1),NA,NA,REECE SMITH,5,5,0,0
Cambria,Daisytown Borough,AUDITOR GENERAL ( 1),NA,NA,ERIC K. ANTON,3,3,0,0
Cambria,Daisytown Borough,AUDITOR GENERAL ( 1),NA,NA,BOB GOODRICH,0,0,0,0
Cambria,Daisytown Borough,AUDITOR GENERAL ( 1),NA,NA,Write-in,0,0,0,0
Cambria,Dale Borough,AUDITOR GENERAL ( 1),NA,NA,MALCOLM KENYATTA,153,100,53,0
Cambria,Dale Borough,AUDITOR GENERAL ( 1),NA,NA,TIM DEFOOR,216,187,29,0
Cambria,Dale Borough,AUDITOR GENERAL ( 1),NA,NA,REECE SMITH,3,3,0,0
Cambria,Dale Borough,AUDITOR GENERAL ( 1),NA,NA,ERIC K. ANTON,2,2,0,0
Cambria,Dale Borough,AUDITOR GENERAL ( 1),NA,NA,BOB GOODRICH,5,5,0,0
Cambria,Dale Borough,AUDITOR GENERAL ( 1),NA,NA,Write-in,1,0,1,0
Cambria,Dean Township,AUDITOR GENERAL ( 1),NA,NA,MALCOLM KENYATTA,64,44,20,0
Cambria,Dean Township,AUDITOR GENERAL ( 1),NA,NA,TIM DEFOOR,161,131,30,0
Cambria,Dean Township,AUDITOR GENERAL ( 1),NA,NA,REECE SMITH,7,6,1,0
Cambria,Dean Township,AUDITOR GENERAL ( 1),NA,NA,ERIC K. ANTON,1,1,0,0
Cambria,Dean Township,AUDITOR GENERAL ( 1),NA,NA,BOB GOODRICH,3,3,0,0
Cambria,Dean Township,AUDITOR GENERAL ( 1),NA,NA,Write-in,0,0,0,0
Cambria,East Carroll Township - North,AUDITOR GENERAL ( 1),NA,NA,MALCOLM KENYATTA,69,49,19,1
Cambria,East Carroll Township - North,AUDITOR GENERAL ( 1),NA,NA,TIM DEFOOR,147,124,23,0
Cambria,East Carroll Township - North,AUDITOR GENERAL ( 1),NA,NA,REECE SMITH,4,4,0,0
Cambria,East Carroll Township - North,AUDITOR GENERAL ( 1),NA,NA,ERIC K. ANTON,0,0,0,0
Cambria,East Carroll Township - North,AUDITOR GENERAL ( 1),NA,NA,BOB GOODRICH,0,0,0,0
Cambria,East Carroll Township - North,AUDITOR GENERAL ( 1),NA,NA,Write-in,0,0,0,0
Cambria,East Carroll Township - South,AUDITOR GENERAL ( 1),NA,NA,MALCOLM KENYATTA,149,93,55,1
Cambria,East Carroll Township - South,AUDITOR GENERAL ( 1),NA,NA,TIM DEFOOR,563,488,75,0
Cambria,East Carroll Township - South,AUDITOR GENERAL ( 1),NA,NA,REECE SMITH,12,12,0,0
Cambria,East Carroll Township - South,AUDITOR GENERAL ( 1),NA,NA,ERIC K. ANTON,3,3,0,0
Cambria,East Carroll Township - South,AUDITOR GENERAL ( 1),NA,NA,BOB GOODRICH,15,13,2,0
Cambria,East Carroll Township - South,AUDITOR GENERAL ( 1),NA,NA,Write-in,0,0,0,0
Cambria,East Conemaugh Borough,AUDITOR GENERAL ( 1),NA,NA,MALCOLM KENYATTA,165,124,41,0
Cambria,East Conemaugh Borough,AUDITOR GENERAL ( 1),NA,NA,TIM DEFOOR,237,203,34,0
Cambria,East Conemaugh Borough,AUDITOR GENERAL ( 1),NA,NA,REECE SMITH,8,7,1,0
Cambria,East Conemaugh Borough,AUDITOR GENERAL ( 1),NA,NA,ERIC K. ANTON,4,4,0,0
Cambria,East Conemaugh Borough,AUDITOR GENERAL ( 1),NA,NA,BOB GOODRICH,9,8,1,0
Cambria,East Conemaugh Borough,AUDITOR GENERAL ( 1),NA,NA,Write-in,0,0,0,0
Cambria,East Taylor Township No. 1,AUDITOR GENERAL ( 1),NA,NA,MALCOLM KENYATTA,204,118,86,0
Cambria,East Taylor Township No. 1,AUDITOR GENERAL ( 1),NA,NA,TIM DEFOOR,653,564,89,0
Cambria,East Taylor Township No. 1,AUDITOR GENERAL ( 1),NA,NA,REECE SMITH,16,15,1,0
Cambria,East Taylor Township No. 1,AUDITOR GENERAL ( 1),NA,NA,ERIC K. ANTON,8,6,2,0
Cambria,East Taylor Township No. 1,AUDITOR GENERAL ( 1),NA,NA,BOB GOODRICH,7,7,0,0
Cambria,East Taylor Township No. 1,AUDITOR GENERAL ( 1),NA,NA,Write-in,0,0,0,0
Cambria,East Taylor Township No. 2,AUDITOR GENERAL ( 1),NA,NA,MALCOLM KENYATTA,125,81,44,0
Cambria,East Taylor Township No. 2,AUDITOR GENERAL ( 1),NA,NA,TIM DEFOOR,329,273,55,1
Cambria,East Taylor Township No. 2,AUDITOR GENERAL ( 1),NA,NA,REECE SMITH,13,10,3,0
Cambria,East Taylor Township No. 2,AUDITOR GENERAL ( 1),NA,NA,ERIC K. ANTON,3,3,0,0
Cambria,East Taylor Township No. 2,AUDITOR GENERAL ( 1),NA,NA,BOB GOODRICH,5,4,1,0
Cambria,East Taylor Township No. 2,AUDITOR GENERAL ( 1),NA,NA,Write-in,0,0,0,0
Cambria,Ebensburg Borough - Center,AUDITOR GENERAL ( 1),NA,NA,MALCOLM KENYATTA,229,140,89,0
Cambria,Ebensburg Borough - Center,AUDITOR GENERAL ( 1),NA,NA,TIM DEFOOR,323,249,74,0
Cambria,Ebensburg Borough - Center,AUDITOR GENERAL ( 1),NA,NA,REECE SMITH,12,11,1,0
Cambria,Ebensburg Borough - Center,AUDITOR GENERAL ( 1),NA,NA,ERIC K. ANTON,2,1,1,0
Cambria,Ebensburg Borough - Center,AUDITOR GENERAL ( 1),NA,NA,BOB GOODRICH,3,3,0,0
Cambria,Ebensburg Borough - Center,AUDITOR GENERAL ( 1),NA,NA,Write-in,1,1,0,0
Cambria,Ebensburg Borough - East,AUDITOR GENERAL ( 1),NA,NA,MALCOLM KENYATTA,242,161,81,0
Cambria,Ebensburg Borough - East,AUDITOR GENERAL ( 1),NA,NA,TIM DEFOOR,390,318,72,0
Cambria,Ebensburg Borough - East,AUDITOR GENERAL ( 1),NA,NA,REECE SMITH,13,10,3,0
Cambria,Ebensburg Borough - East,AUDITOR GENERAL ( 1),NA,NA,ERIC K. ANTON,4,4,0,0
Cambria,Ebensburg Borough - East,AUDITOR GENERAL ( 1),NA,NA,BOB GOODRICH,7,5,2,0
Cambria,Ebensburg Borough - East,AUDITOR GENERAL ( 1),NA,NA,Write-in,0,0,0,0
Cambria,Ebensburg Borough - West,AUDITOR GENERAL ( 1),NA,NA,MALCOLM KENYATTA,272,172,100,0
Cambria,Ebensburg Borough - West,AUDITOR GENERAL ( 1),NA,NA,TIM DEFOOR,447,347,100,0
Cambria,Ebensburg Borough - West,AUDITOR GENERAL ( 1),NA,NA,REECE SMITH,14,11,3,0
Cambria,Ebensburg Borough - West,AUDITOR GENERAL ( 1),NA,NA,ERIC K. ANTON,1,1,0,0
Cambria,Ebensburg Borough - West,AUDITOR GENERAL ( 1),NA,NA,BOB GOODRICH,9,7,2,0
Cambria,Ebensburg Borough - West,AUDITOR GENERAL ( 1),NA,NA,Write-in,0,0,0,0
Cambria,Ehrenfeld Borough,AUDITOR GENERAL ( 1),NA,NA,MALCOLM KENYATTA,28,26,2,0
Cambria,Ehrenfeld Borough,AUDITOR GENERAL ( 1),NA,NA,TIM DEFOOR,59,53,6,0
Cambria,Ehrenfeld Borough,AUDITOR GENERAL ( 1),NA,NA,REECE SMITH,4,4,0,0
Cambria,Ehrenfeld Borough,AUDITOR GENERAL ( 1),NA,NA,ERIC K. ANTON,1,1,0,0
Cambria,Ehrenfeld Borough,AUDITOR GENERAL ( 1),NA,NA,BOB GOODRICH,1,1,0,0
Cambria,Ehrenfeld Borough,AUDITOR GENERAL ( 1),NA,NA,Write-in,1,1,0,0
Cambria,Elder Township,AUDITOR GENERAL ( 1),NA,NA,MALCOLM KENYATTA,135,79,56,0
Cambria,Elder Township,AUDITOR GENERAL ( 1),NA,NA,TIM DEFOOR,349,315,34,0
Cambria,Elder Township,AUDITOR GENERAL ( 1),NA,NA,REECE SMITH,7,5,2,0
Cambria,Elder Township,AUDITOR GENERAL ( 1),NA,NA,ERIC K. ANTON,3,2,1,0
Cambria,Elder Township,AUDITOR GENERAL ( 1),NA,NA,BOB GOODRICH,9,5,4,0
Cambria,Elder Township,AUDITOR GENERAL ( 1),NA,NA,Write-in,0,0,0,0
Cambria,Ferndale Borough,AUDITOR GENERAL ( 1),NA,NA,MALCOLM KENYATTA,261,175,86,0
Cambria,Ferndale Borough,AUDITOR GENERAL ( 1),NA,NA,TIM DEFOOR,468,396,71,1
Cambria,Ferndale Borough,AUDITOR GENERAL ( 1),NA,NA,REECE SMITH,9,8,1,0
Cambria,Ferndale Borough,AUDITOR GENERAL ( 1),NA,NA,ERIC K. ANTON,3,3,0,0
Cambria,Ferndale Borough,AUDITOR GENERAL ( 1),NA,NA,BOB GOODRICH,7,7,0,0
Cambria,Ferndale Borough,AUDITOR GENERAL ( 1),NA,NA,Write-in,1,1,0,0
Cambria,Franklin Borough,AUDITOR GENERAL ( 1),NA,NA,MALCOLM KENYATTA,71,49,21,1
Cambria,Franklin Borough,AUDITOR GENERAL ( 1),NA,NA,TIM DEFOOR,57,51,6,0
Cambria,Franklin Borough,AUDITOR GENERAL ( 1),NA,NA,REECE SMITH,2,2,0,0
Cambria,Franklin Borough,AUDITOR GENERAL ( 1),NA,NA,ERIC K. ANTON,3,3,0,0
Cambria,Franklin Borough,AUDITOR GENERAL ( 1),NA,NA,BOB GOODRICH,1,1,0,0
Cambria,Franklin Borough,AUDITOR GENERAL ( 1),NA,NA,Write-in,0,0,0,0
Cambria,Gallitzin Borough,AUDITOR GENERAL ( 1),NA,NA,MALCOLM KENYATTA,192,139,53,0
Cambria,Gallitzin Borough,AUDITOR GENERAL ( 1),NA,NA,TIM DEFOOR,515,463,52,0
Cambria,Gallitzin Borough,AUDITOR GENERAL ( 1),NA,NA,REECE SMITH,27,25,2,0
Cambria,Gallitzin Borough,AUDITOR GENERAL ( 1),NA,NA,ERIC K. ANTON,4,4,0,0
Cambria,Gallitzin Borough,AUDITOR GENERAL ( 1),NA,NA,BOB GOODRICH,10,9,1,0
Cambria,Gallitzin Borough,AUDITOR GENERAL ( 1),NA,NA,Write-in,0,0,0,0
Cambria,Gallitzin Township,AUDITOR GENERAL ( 1),NA,NA,MALCOLM KENYATTA,133,93,39,1
Cambria,Gallitzin Township,AUDITOR GENERAL ( 1),NA,NA,TIM DEFOOR,616,532,84,0
Cambria,Gallitzin Township,AUDITOR GENERAL ( 1),NA,NA,REECE SMITH,14,12,2,0
Cambria,Gallitzin Township,AUDITOR GENERAL ( 1),NA,NA,ERIC K. ANTON,2,2,0,0
Cambria,Gallitzin Township,AUDITOR GENERAL ( 1),NA,NA,BOB GOODRICH,9,8,1,0
Cambria,Gallitzin Township,AUDITOR GENERAL ( 1),NA,NA,Write-in,1,1,0,0
Cambria,Geistown Borough No. 1,AUDITOR GENERAL ( 1),NA,NA,MALCOLM KENYATTA,165,105,60,0
Cambria,Geistown Borough No. 1,AUDITOR GENERAL ( 1),NA,NA,TIM DEFOOR,377,323,54,0
Cambria,Geistown Borough No. 1,AUDITOR GENERAL ( 1),NA,NA,REECE SMITH,12,12,0,0
Cambria,Geistown Borough No. 1,AUDITOR GENERAL ( 1),NA,NA,ERIC K. ANTON,2,2,0,0
Cambria,Geistown Borough No. 1,AUDITOR GENERAL ( 1),NA,NA,BOB GOODRICH,1,1,0,0
Cambria,Geistown Borough No. 1,AUDITOR GENERAL ( 1),NA,NA,Write-in,1,1,0,0
Cambria,Geistown Borough No. 2,AUDITOR GENERAL ( 1),NA,NA,MALCOLM KENYATTA,250,142,108,0
Cambria,Geistown Borough No. 2,AUDITOR GENERAL ( 1),NA,NA,TIM DEFOOR,601,511,88,2
Cambria,Geistown Borough No. 2,AUDITOR GENERAL ( 1),NA,NA,REECE SMITH,15,9,6,0
Cambria,Geistown Borough No. 2,AUDITOR GENERAL ( 1),NA,NA,ERIC K. ANTON,1,1,0,0
Cambria,Geistown Borough No. 2,AUDITOR GENERAL ( 1),NA,NA,BOB GOODRICH,5,5,0,0
Cambria,Geistown Borough No. 2,AUDITOR GENERAL ( 1),NA,NA,Write-in,0,0,0,0
Cambria,Hastings Borough,AUDITOR GENERAL ( 1),NA,NA,MALCOLM KENYATTA,159,113,45,1
Cambria,Hastings Borough,AUDITOR GENERAL ( 1),NA,NA,TIM DEFOOR,419,360,57,2
Cambria,Hastings Borough,AUDITOR GENERAL ( 1),NA,NA,REECE SMITH,20,17,3,0
Cambria,Hastings Borough,AUDITOR GENERAL ( 1),NA,NA,ERIC K. ANTON,2,2,0,0
Cambria,Hastings Borough,AUDITOR GENERAL ( 1),NA,NA,BOB GOODRICH,5,4,1,0
Cambria,Hastings Borough,AUDITOR GENERAL ( 1),NA,NA,Write-in,0,0,0,0
Cambria,Jackson Township No. 1,AUDITOR GENERAL ( 1),NA,NA,MALCOLM KENYATTA,116,67,49,0
Cambria,Jackson Township No. 1,AUDITOR GENERAL ( 1),NA,NA,TIM DEFOOR,369,324,45,0
Cambria,Jackson Township No. 1,AUDITOR GENERAL ( 1),NA,NA,REECE SMITH,7,6,1,0
Cambria,Jackson Township No. 1,AUDITOR GENERAL ( 1),NA,NA,ERIC K. ANTON,2,2,0,0
Cambria,Jackson Township No. 1,AUDITOR GENERAL ( 1),NA,NA,BOB GOODRICH,5,4,1,0
Cambria,Jackson Township No. 1,AUDITOR GENERAL ( 1),NA,NA,Write-in,0,0,0,0
Cambria,Jackson Township - Vinco,AUDITOR GENERAL ( 1),NA,NA,MALCOLM KENYATTA,244,141,103,0
Cambria,Jackson Township - Vinco,AUDITOR GENERAL ( 1),NA,NA,TIM DEFOOR,709,582,127,0
Cambria,Jackson Township - Vinco,AUDITOR GENERAL ( 1),NA,NA,REECE SMITH,23,18,4,1
Cambria,Jackson Township - Vinco,AUDITOR GENERAL ( 1),NA,NA,ERIC K. ANTON,5,4,1,0
Cambria,Jackson Township - Vinco,AUDITOR GENERAL ( 1),NA,NA,BOB GOODRICH,14,14,0,0
Cambria,Jackson Township - Vinco,AUDITOR GENERAL ( 1),NA,NA,Write-in,0,0,0,0
Cambria,Jackson Township No. 3,AUDITOR GENERAL ( 1),NA,NA,MALCOLM KENYATTA,194,102,92,0
Cambria,Jackson Township No. 3,AUDITOR GENERAL ( 1),NA,NA,TIM DEFOOR,786,650,136,0
Cambria,Jackson Township No. 3,AUDITOR GENERAL ( 1),NA,NA,REECE SMITH,12,10,2,0
Cambria,Jackson Township No. 3,AUDITOR GENERAL ( 1),NA,NA,ERIC K. ANTON,2,2,0,0
Cambria,Jackson Township No. 3,AUDITOR GENERAL ( 1),NA,NA,BOB GOODRICH,7,3,4,0
Cambria,Jackson Township No. 3,AUDITOR GENERAL ( 1),NA,NA,Write-in,1,1,0,0
Cambria,Lilly Borough - 1st Ward,AUDITOR GENERAL ( 1),NA,NA,MALCOLM KENYATTA,45,38,7,0
Cambria,Lilly Borough - 1st Ward,AUDITOR GENERAL ( 1),NA,NA,TIM DEFOOR,113,106,7,0
Cambria,Lilly Borough - 1st Ward,AUDITOR GENERAL ( 1),NA,NA,REECE SMITH,6,6,0,0
Cambria,Lilly Borough - 1st Ward,AUDITOR GENERAL ( 1),NA,NA,ERIC K. ANTON,5,5,0,0
Cambria,Lilly Borough - 1st Ward,AUDITOR GENERAL ( 1),NA,NA,BOB GOODRICH,1,1,0,0
Cambria,Lilly Borough - 1st Ward,AUDITOR GENERAL ( 1),NA,NA,Write-in,0,0,0,0
Cambria,LILLY BOROUGH 2ND WARD,AUDITOR GENERAL ( 1),NA,NA,MALCOLM KENYATTA,95,64,31,0
Cambria,LILLY BOROUGH 2ND WARD,AUDITOR GENERAL ( 1),NA,NA,TIM DEFOOR,208,176,32,0
Cambria,LILLY BOROUGH 2ND WARD,AUDITOR GENERAL ( 1),NA,NA,REECE SMITH,7,6,1,0
Cambria,LILLY BOROUGH 2ND WARD,AUDITOR GENERAL ( 1),NA,NA,ERIC K. ANTON,1,1,0,0
Cambria,LILLY BOROUGH 2ND WARD,AUDITOR GENERAL ( 1),NA,NA,BOB GOODRICH,2,2,0,0
Cambria,LILLY BOROUGH 2ND WARD,AUDITOR GENERAL ( 1),NA,NA,Write-in,0,0,0,0
Cambria,Lorain Borough,AUDITOR GENERAL ( 1),NA,NA,MALCOLM KENYATTA,96,64,32,0
Cambria,Lorain Borough,AUDITOR GENERAL ( 1),NA,NA,TIM DEFOOR,178,151,27,0
Cambria,Lorain Borough,AUDITOR GENERAL ( 1),NA,NA,REECE SMITH,6,5,1,0
Cambria,Lorain Borough,AUDITOR GENERAL ( 1),NA,NA,ERIC K. ANTON,3,2,1,0
Cambria,Lorain Borough,AUDITOR GENERAL ( 1),NA,NA,BOB GOODRICH,8,6,2,0
Cambria,Lorain Borough,AUDITOR GENERAL ( 1),NA,NA,Write-in,0,0,0,0
Cambria,Loretto Borough.,AUDITOR GENERAL ( 1),NA,NA,MALCOLM KENYATTA,49,36,12,1
Cambria,Loretto Borough.,AUDITOR GENERAL ( 1),NA,NA,TIM DEFOOR,116,92,24,0
