ElectionDate,OfficeCode(text),DistrictCode(Text),StatusCode,CountyCode,county,precinct,zoffice1,office,district,PartyOrder,PartyDescription,party,CandidateID,candidate,CandidateFirstName,CandidateMiddleName,CandidateFormerName,votes,WriteIn(W)/Uncommitted(Z),Recount(*),Nomindated(N)/Elected(E)
11/5/2024,10,106,0,71,PRESQUE ISLE,ALL,106TH DISTRICT REPRESENTATIVE IN STATE LEGISLATURE 2 YEAR TERM (1) POSITION,106TH DISTRICT REPRESENTATIVE IN STATE LEGISLATURE 2 YEAR TERM (1) POSITION,,2,REPUBLICAN,REP,433968,CAVITT,CAM,,,5755,,,
11/5/2024,10,106,0,71,PRESQUE ISLE,ALL,106TH DISTRICT REPRESENTATIVE IN STATE LEGISLATURE 2 YEAR TERM (1) POSITION,,,1,DEMOCRATIC,DEM,445580,BORENSTEIN,TRINA,,,2718,,,
11/5/2024,10,107,0,15,CHARLEVOIX,ALL,107TH DISTRICT REPRESENTATIVE IN STATE LEGISLATURE 2 YEAR TERM (1) POSITION,,,1,DEMOCRATIC,DEM,433969,DECKER,JODI,,,6539,,,
11/5/2024,10,107,0,15,CHARLEVOIX,ALL,107TH DISTRICT REPRESENTATIVE IN STATE LEGISLATURE 2 YEAR TERM (1) POSITION,106TH DISTRICT REPRESENTATIVE IN STATE LEGISLATURE 2 YEAR TERM (1) POSITION,,2,REPUBLICAN,REP,448918,FAIRBAIRN,PARKER,,,10605,,,
11/5/2024,10,107,0,16,CHEBOYGAN,ALL,107TH DISTRICT REPRESENTATIVE IN STATE LEGISLATURE 2 YEAR TERM (1) POSITION,,,1,DEMOCRATIC,DEM,433969,DECKER,JODI,,,124,,,
11/5/2024,10,107,0,16,CHEBOYGAN,ALL,107TH DISTRICT REPRESENTATIVE IN STATE LEGISLATURE 2 YEAR TERM (1) POSITION,107TH DISTRICT REPRESENTATIVE IN STATE LEGISLATURE 2 YEAR TERM (1) POSITION,,2,REPUBLICAN,REP,448918,FAIRBAIRN,PARKER,,,219,,,
11/5/2024,10,107,0,17,CHIPPEWA,ALL,107TH DISTRICT REPRESENTATIVE IN STATE LEGISLATURE 2 YEAR TERM (1) POSITION,,,1,DEMOCRATIC,DEM,433969,DECKER,JODI,,,4683,,,
11/5/2024,10,107,0,17,CHIPPEWA,ALL,107TH DISTRICT REPRESENTATIVE IN STATE LEGISLATURE 2 YEAR TERM (1) POSITION,107TH DISTRICT REPRESENTATIVE IN STATE LEGISLATURE 2 YEAR TERM (1) POSITION,,2,REPUBLICAN,REP,448918,FAIRBAIRN,PARKER,,,7443,,,
11/5/2024,10,107,0,24,EMMET,ALL,107TH DISTRICT REPRESENTATIVE IN STATE LEGISLATURE 2 YEAR TERM (1) POSITION,,,1,DEMOCRATIC,DEM,433969,DECKER,JODI,,,9039,,,
11/5/2024,10,107,0,24,EMMET,ALL,107TH DISTRICT REPRESENTATIVE IN STATE LEGISLATURE 2 YEAR TERM (1) POSITION,107TH DISTRICT REPRESENTATIVE IN STATE LEGISLATURE 2 YEAR TERM (1) POSITION,,2,REPUBLICAN,REP,448918,FAIRBAIRN,PARKER,,,13445,,,
11/5/2024,10,107,0,49,MACKINAC,ALL,107TH DISTRICT REPRESENTATIVE IN STATE LEGISLATURE 2 YEAR TERM (1) POSITION,,,1,DEMOCRATIC,DEM,433969,DECKER,JODI,,,2117,,,
11/5/2024,10,107,0,49,MACKINAC,ALL,107TH DISTRICT REPRESENTATIVE IN STATE LEGISLATURE 2 YEAR TERM (1) POSITION,107TH DISTRICT REPRESENTATIVE IN STATE LEGISLATURE 2 YEAR TERM (1) POSITION,,2,REPUBLICAN,REP,448918,FAIRBAIRN,PARKER,,,3008,,,
11/5/2024,10,108,0,17,CHIPPEWA,ALL,108TH DISTRICT REPRESENTATIVE IN STATE LEGISLATURE 2 YEAR TERM (1) POSITION,,,3,LIBERTARIAN,,399629,WIKSTROM,KAYLA,,,177,,,
11/5/2024,10,108,0,17,CHIPPEWA,ALL,108TH DISTRICT REPRESENTATIVE IN STATE LEGISLATURE 2 YEAR TERM (1) POSITION,107TH DISTRICT REPRESENTATIVE IN STATE LEGISLATURE 2 YEAR TERM (1) POSITION,,2,REPUBLICAN,REP,433990,PRESTIN,DAVID,,,3456,,,
11/5/2024,10,108,0,17,CHIPPEWA,ALL,108TH DISTRICT REPRESENTATIVE IN STATE LEGISLATURE 2 YEAR TERM (1) POSITION,,,1,DEMOCRATIC,DEM,452354,REYNOLDS,CHRISTIANA,,,1837,,,
11/5/2024,10,108,0,21,DELTA,ALL,108TH DISTRICT REPRESENTATIVE IN STATE LEGISLATURE 2 YEAR TERM (1) POSITION,,,3,LIBERTARIAN,,399629,WIKSTROM,KAYLA,,,435,,,
11/5/2024,10,108,0,21,DELTA,ALL,108TH DISTRICT REPRESENTATIVE IN STATE LEGISLATURE 2 YEAR TERM (1) POSITION,108TH DISTRICT REPRESENTATIVE IN STATE LEGISLATURE 2 YEAR TERM (1) POSITION,,2,REPUBLICAN,REP,433990,PRESTIN,DAVID,,,13447,,,
11/5/2024,10,108,0,21,DELTA,ALL,108TH DISTRICT REPRESENTATIVE IN STATE LEGISLATURE 2 YEAR TERM (1) POSITION,,,1,DEMOCRATIC,DEM,452354,REYNOLDS,CHRISTIANA,,,6987,,,
11/5/2024,10,108,0,48,LUCE,ALL,108TH DISTRICT REPRESENTATIVE IN STATE LEGISLATURE 2 YEAR TERM (1) POSITION,,,3,LIBERTARIAN,,399629,WIKSTROM,KAYLA,,,63,,,
11/5/2024,10,108,0,48,LUCE,ALL,108TH DISTRICT REPRESENTATIVE IN STATE LEGISLATURE 2 YEAR TERM (1) POSITION,108TH DISTRICT REPRESENTATIVE IN STATE LEGISLATURE 2 YEAR TERM (1) POSITION,,2,REPUBLICAN,REP,433990,PRESTIN,DAVID,,,2134,,,
11/5/2024,10,108,0,48,LUCE,ALL,108TH DISTRICT REPRESENTATIVE IN STATE LEGISLATURE 2 YEAR TERM (1) POSITION,,,1,DEMOCRATIC,DEM,452354,REYNOLDS,CHRISTIANA,,,693,,,
11/5/2024,10,108,0,49,MACKINAC,ALL,108TH DISTRICT REPRESENTATIVE IN STATE LEGISLATURE 2 YEAR TERM (1) POSITION,,,3,LIBERTARIAN,,399629,WIKSTROM,KAYLA,,,30,,,
11/5/2024,10,108,0,49,MACKINAC,ALL,108TH DISTRICT REPRESENTATIVE IN STATE LEGISLATURE 2 YEAR TERM (1) POSITION,108TH DISTRICT REPRESENTATIVE IN STATE LEGISLATURE 2 YEAR TERM (1) POSITION,,2,REPUBLICAN,REP,433990,PRESTIN,DAVID,,,1401,,,
11/5/2024,10,108,0,49,MACKINAC,ALL,108TH DISTRICT REPRESENTATIVE IN STATE LEGISLATURE 2 YEAR TERM (1) POSITION,,,1,DEMOCRATIC,DEM,452354,REYNOLDS,CHRISTIANA,,,437,,,
11/5/2024,10,108,0,55,MENOMINEE,ALL,108TH DISTRICT REPRESENTATIVE IN STATE LEGISLATURE 2 YEAR TERM (1) POSITION,,,3,LIBERTARIAN,,399629,WIKSTROM,KAYLA,,,278,,,
11/5/2024,10,108,0,55,MENOMINEE,ALL,108TH DISTRICT REPRESENTATIVE IN STATE LEGISLATURE 2 YEAR TERM (1) POSITION,108TH DISTRICT REPRESENTATIVE IN STATE LEGISLATURE 2 YEAR TERM (1) POSITION,,2,REPUBLICAN,REP,433990,PRESTIN,DAVID,,,8606,,,
11/5/2024,10,108,0,55,MENOMINEE,ALL,108TH DISTRICT REPRESENTATIVE IN STATE LEGISLATURE 2 YEAR TERM (1) POSITION,,,1,DEMOCRATIC,DEM,452354,REYNOLDS,CHRISTIANA,,,3784,,,
11/5/2024,10,108,0,77,SCHOOLCRAFT,ALL,108TH DISTRICT REPRESENTATIVE IN STATE LEGISLATURE 2 YEAR TERM (1) POSITION,,,3,LIBERTARIAN,,399629,WIKSTROM,KAYLA,,,78,,,
11/5/2024,10,108,0,77,SCHOOLCRAFT,ALL,108TH DISTRICT REPRESENTATIVE IN STATE LEGISLATURE 2 YEAR TERM (1) POSITION,108TH DISTRICT REPRESENTATIVE IN STATE LEGISLATURE 2 YEAR TERM (1) POSITION,,2,REPUBLICAN,REP,433990,PRESTIN,DAVID,,,3086,,,
11/5/2024,10,108,0,77,SCHOOLCRAFT,ALL,108TH DISTRICT REPRESENTATIVE IN STATE LEGISLATURE 2 YEAR TERM (1) POSITION,,,1,DEMOCRATIC,DEM,452354,REYNOLDS,CHRISTIANA,,,1521,,,
11/5/2024,10,109,0,2,ALGER,ALL,109TH DISTRICT REPRESENTATIVE IN STATE LEGISLATURE 2 YEAR TERM (1) POSITION,,,1,DEMOCRATIC,DEM,433989,HILL,JENN,,,2061,,,
11/5/2024,10,109,0,2,ALGER,ALL,109TH DISTRICT REPRESENTATIVE IN STATE LEGISLATURE 2 YEAR TERM (1) POSITION,108TH DISTRICT REPRESENTATIVE IN STATE LEGISLATURE 2 YEAR TERM (1) POSITION,,2,REPUBLICAN,REP,447646,BOHNAK,KARL,,,3159,,,
11/5/2024,10,109,0,7,BARAGA,ALL,109TH DISTRICT REPRESENTATIVE IN STATE LEGISLATURE 2 YEAR TERM (1) POSITION,,,1,DEMOCRATIC,DEM,433989,HILL,JENN,,,1432,,,
11/5/2024,10,109,0,7,BARAGA,ALL,109TH DISTRICT REPRESENTATIVE IN STATE LEGISLATURE 2 YEAR TERM (1) POSITION,109TH DISTRICT REPRESENTATIVE IN STATE LEGISLATURE 2 YEAR TERM (1) POSITION,,2,REPUBLICAN,REP,447646,BOHNAK,KARL,,,2849,,,
11/5/2024,10,109,0,22,DICKINSON,ALL,109TH DISTRICT REPRESENTATIVE IN STATE LEGISLATURE 2 YEAR TERM (1) POSITION,,,1,DEMOCRATIC,DEM,433989,HILL,JENN,,,1193,,,
11/5/2024,10,109,0,22,DICKINSON,ALL,109TH DISTRICT REPRESENTATIVE IN STATE LEGISLATURE 2 YEAR TERM (1) POSITION,109TH DISTRICT REPRESENTATIVE IN STATE LEGISLATURE 2 YEAR TERM (1) POSITION,,2,REPUBLICAN,REP,447646,BOHNAK,KARL,,,2693,,,
11/5/2024,10,109,0,52,MARQUETTE,ALL,109TH DISTRICT REPRESENTATIVE IN STATE LEGISLATURE 2 YEAR TERM (1) POSITION,,,1,DEMOCRATIC,DEM,433989,HILL,JENN,,,20161,,,
11/5/2024,10,109,0,52,MARQUETTE,ALL,109TH DISTRICT REPRESENTATIVE IN STATE LEGISLATURE 2 YEAR TERM (1) POSITION,109TH DISTRICT REPRESENTATIVE IN STATE LEGISLATURE 2 YEAR TERM (1) POSITION,,2,REPUBLICAN,REP,447646,BOHNAK,KARL,,,17488,,,
11/5/2024,10,110,0,22,DICKINSON,ALL,110TH DISTRICT REPRESENTATIVE IN STATE LEGISLATURE 2 YEAR TERM (1) POSITION,,,1,DEMOCRATIC,DEM,438293,CORCORAN,KIM,S.,,3449,,,
11/5/2024,10,110,0,22,DICKINSON,ALL,110TH DISTRICT REPRESENTATIVE IN STATE LEGISLATURE 2 YEAR TERM (1) POSITION,109TH DISTRICT REPRESENTATIVE IN STATE LEGISLATURE 2 YEAR TERM (1) POSITION,,2,REPUBLICAN,REP,452318,MARKKANEN,GREGORY,J.,,7553,,,
11/5/2024,10,110,0,27,GOGEBIC,ALL,110TH DISTRICT REPRESENTATIVE IN STATE LEGISLATURE 2 YEAR TERM (1) POSITION,,,1,DEMOCRATIC,DEM,438293,CORCORAN,KIM,S.,,3393,,,
11/5/2024,10,110,0,27,GOGEBIC,ALL,110TH DISTRICT REPRESENTATIVE IN STATE LEGISLATURE 2 YEAR TERM (1) POSITION,110TH DISTRICT REPRESENTATIVE IN STATE LEGISLATURE 2 YEAR TERM (1) POSITION,,2,REPUBLICAN,REP,452318,MARKKANEN,GREGORY,J.,,3896,,,
11/5/2024,10,110,0,31,HOUGHTON,ALL,110TH DISTRICT REPRESENTATIVE IN STATE LEGISLATURE 2 YEAR TERM (1) POSITION,,,1,DEMOCRATIC,DEM,438293,CORCORAN,KIM,S.,,7201,,,
11/5/2024,10,110,0,31,HOUGHTON,ALL,110TH DISTRICT REPRESENTATIVE IN STATE LEGISLATURE 2 YEAR TERM (1) POSITION,110TH DISTRICT REPRESENTATIVE IN STATE LEGISLATURE 2 YEAR TERM (1) POSITION,,2,REPUBLICAN,REP,452318,MARKKANEN,GREGORY,J.,,11700,,,
11/5/2024,10,110,0,36,IRON,ALL,110TH DISTRICT REPRESENTATIVE IN STATE LEGISLATURE 2 YEAR TERM (1) POSITION,,,1,DEMOCRATIC,DEM,438293,CORCORAN,KIM,S.,,2303,,,
11/5/2024,10,110,0,36,IRON,ALL,110TH DISTRICT REPRESENTATIVE IN STATE LEGISLATURE 2 YEAR TERM (1) POSITION,110TH DISTRICT REPRESENTATIVE IN STATE LEGISLATURE 2 YEAR TERM (1) POSITION,,2,REPUBLICAN,REP,452318,MARKKANEN,GREGORY,J.,,4482,,,
11/5/2024,10,110,0,42,KEWEENAW,ALL,110TH DISTRICT REPRESENTATIVE IN STATE LEGISLATURE 2 YEAR TERM (1) POSITION,,,1,DEMOCRATIC,DEM,438293,CORCORAN,KIM,S.,,624,,,
11/5/2024,10,110,0,42,KEWEENAW,ALL,110TH DISTRICT REPRESENTATIVE IN STATE LEGISLATURE 2 YEAR TERM (1) POSITION,110TH DISTRICT REPRESENTATIVE IN STATE LEGISLATURE 2 YEAR TERM (1) POSITION,,2,REPUBLICAN,REP,452318,MARKKANEN,GREGORY,J.,,944,,,
11/5/2024,10,110,0,66,ONTONAGON,ALL,110TH DISTRICT REPRESENTATIVE IN STATE LEGISLATURE 2 YEAR TERM (1) POSITION,,,1,DEMOCRATIC,DEM,438293,CORCORAN,KIM,S.,,1164,,,
11/5/2024,10,110,0,66,ONTONAGON,ALL,110TH DISTRICT REPRESENTATIVE IN STATE LEGISLATURE 2 YEAR TERM (1) POSITION,110TH DISTRICT REPRESENTATIVE IN STATE LEGISLATURE 2 YEAR TERM (1) POSITION,,2,REPUBLICAN,REP,452318,MARKKANEN,GREGORY,J.,,2553,,,
11/5/2024,11,0,0,1,ALCONA,ALL,MEMBER OF THE STATE BOARD OF EDUCATION 8 YEAR TERMS (2) POSITIONS,,,4,U.S. TAXPAYERS,,256540,GERRARD,TED,,,85,,,
11/5/2024,11,0,0,1,ALCONA,ALL,MEMBER OF THE STATE BOARD OF EDUCATION 8 YEAR TERMS (2) POSITIONS,,,6,WORKING CLASS PARTY,,433982,HERING,MARY,ANNE,,245,,,
11/5/2024,11,0,0,1,ALCONA,ALL,MEMBER OF THE STATE BOARD OF EDUCATION 8 YEAR TERMS (2) POSITIONS,,,4,U.S. TAXPAYERS,,434103,SCHWARTZ,CHRISTINE,C.,,115,,,
11/5/2024,11,0,0,1,ALCONA,ALL,MEMBER OF THE STATE BOARD OF EDUCATION 8 YEAR TERMS (2) POSITIONS,,,3,LIBERTARIAN,,435863,BOMAN,SCOTTY,,,193,,,
11/5/2024,11,0,0,1,ALCONA,ALL,MEMBER OF THE STATE BOARD OF EDUCATION 8 YEAR TERMS (2) POSITIONS,MEMBER OF THE STATE BOARD OF EDUCATION 8 YEAR TERMS (2) POSITIONS,,2,REPUBLICAN,REP,466884,MCMILLIN,TOM,,,4645,,,
11/5/2024,11,0,0,1,ALCONA,ALL,MEMBER OF THE STATE BOARD OF EDUCATION 8 YEAR TERMS (2) POSITIONS,,,1,DEMOCRATIC,DEM,466885,JONES,THEODORE,,,1794,,,
11/5/2024,11,0,0,1,ALCONA,ALL,MEMBER OF THE STATE BOARD OF EDUCATION 8 YEAR TERMS (2) POSITIONS,MEMBER OF THE STATE BOARD OF EDUCATION 8 YEAR TERMS (2) POSITIONS,,2,REPUBLICAN,REP,466896,SNYDER,NIKKI,,,4655,,,
11/5/2024,11,0,0,1,ALCONA,ALL,MEMBER OF THE STATE BOARD OF EDUCATION 8 YEAR TERMS (2) POSITIONS,,,1,DEMOCRATIC,DEM,466897,ZEMKE,ADAM,FREDERICK,,1701,,,
11/5/2024,11,0,0,2,ALGER,ALL,MEMBER OF THE STATE BOARD OF EDUCATION 8 YEAR TERMS (2) POSITIONS,,,4,U.S. TAXPAYERS,,256540,GERRARD,TED,,,61,,,
11/5/2024,11,0,0,2,ALGER,ALL,MEMBER OF THE STATE BOARD OF EDUCATION 8 YEAR TERMS (2) POSITIONS,,,6,WORKING CLASS PARTY,,433982,HERING,MARY,ANNE,,209,,,
11/5/2024,11,0,0,2,ALGER,ALL,MEMBER OF THE STATE BOARD OF EDUCATION 8 YEAR TERMS (2) POSITIONS,,,4,U.S. TAXPAYERS,,434103,SCHWARTZ,CHRISTINE,C.,,89,,,
11/5/2024,11,0,0,2,ALGER,ALL,MEMBER OF THE STATE BOARD OF EDUCATION 8 YEAR TERMS (2) POSITIONS,,,3,LIBERTARIAN,,435863,BOMAN,SCOTTY,,,159,,,
11/5/2024,11,0,0,2,ALGER,ALL,MEMBER OF THE STATE BOARD OF EDUCATION 8 YEAR TERMS (2) POSITIONS,MEMBER OF THE STATE BOARD OF EDUCATION 8 YEAR TERMS (2) POSITIONS,,2,REPUBLICAN,REP,466884,MCMILLIN,TOM,,,2634,,,
11/5/2024,11,0,0,2,ALGER,ALL,MEMBER OF THE STATE BOARD OF EDUCATION 8 YEAR TERMS (2) POSITIONS,,,1,DEMOCRATIC,DEM,466885,JONES,THEODORE,,,1762,,,
11/5/2024,11,0,0,2,ALGER,ALL,MEMBER OF THE STATE BOARD OF EDUCATION 8 YEAR TERMS (2) POSITIONS,MEMBER OF THE STATE BOARD OF EDUCATION 8 YEAR TERMS (2) POSITIONS,,2,REPUBLICAN,REP,466896,SNYDER,NIKKI,,,2620,,,
11/5/2024,11,0,0,2,ALGER,ALL,MEMBER OF THE STATE BOARD OF EDUCATION 8 YEAR TERMS (2) POSITIONS,,,1,DEMOCRATIC,DEM,466897,ZEMKE,ADAM,FREDERICK,,1670,,,
11/5/2024,11,0,0,3,ALLEGAN,ALL,MEMBER OF THE STATE BOARD OF EDUCATION 8 YEAR TERMS (2) POSITIONS,,,4,U.S. TAXPAYERS,,256540,GERRARD,TED,,,779,,,
11/5/2024,11,0,0,3,ALLEGAN,ALL,MEMBER OF THE STATE BOARD OF EDUCATION 8 YEAR TERMS (2) POSITIONS,,,6,WORKING CLASS PARTY,,433982,HERING,MARY,ANNE,,2497,,,
11/5/2024,11,0,0,3,ALLEGAN,ALL,MEMBER OF THE STATE BOARD OF EDUCATION 8 YEAR TERMS (2) POSITIONS,,,4,U.S. TAXPAYERS,,434103,SCHWARTZ,CHRISTINE,C.,,1357,,,
11/5/2024,11,0,0,3,ALLEGAN,ALL,MEMBER OF THE STATE BOARD OF EDUCATION 8 YEAR TERMS (2) POSITIONS,,,3,LIBERTARIAN,,435863,BOMAN,SCOTTY,,,1941,,,
11/5/2024,11,0,0,3,ALLEGAN,ALL,MEMBER OF THE STATE BOARD OF EDUCATION 8 YEAR TERMS (2) POSITIONS,MEMBER OF THE STATE BOARD OF EDUCATION 8 YEAR TERMS (2) POSITIONS,,2,REPUBLICAN,REP,466884,MCMILLIN,TOM,,,39349,,,
11/5/2024,11,0,0,3,ALLEGAN,ALL,MEMBER OF THE STATE BOARD OF EDUCATION 8 YEAR TERMS (2) POSITIONS,,,1,DEMOCRATIC,DEM,466885,JONES,THEODORE,,,19922,,,
11/5/2024,11,0,0,3,ALLEGAN,ALL,MEMBER OF THE STATE BOARD OF EDUCATION 8 YEAR TERMS (2) POSITIONS,MEMBER OF THE STATE BOARD OF EDUCATION 8 YEAR TERMS (2) POSITIONS,,2,REPUBLICAN,REP,466896,SNYDER,NIKKI,,,40285,,,
11/5/2024,11,0,0,3,ALLEGAN,ALL,MEMBER OF THE STATE BOARD OF EDUCATION 8 YEAR TERMS (2) POSITIONS,,,1,DEMOCRATIC,DEM,466897,ZEMKE,ADAM,FREDERICK,,19004,,,
11/5/2024,11,0,0,4,ALPENA,ALL,MEMBER OF THE STATE BOARD OF EDUCATION 8 YEAR TERMS (2) POSITIONS,,,4,U.S. TAXPAYERS,,256540,GERRARD,TED,,,207,,,
11/5/2024,11,0,0,4,ALPENA,ALL,MEMBER OF THE STATE BOARD OF EDUCATION 8 YEAR TERMS (2) POSITIONS,,,6,WORKING CLASS PARTY,,433982,HERING,MARY,ANNE,,803,,,
11/5/2024,11,0,0,4,ALPENA,ALL,MEMBER OF THE STATE BOARD OF EDUCATION 8 YEAR TERMS (2) POSITIONS,,,4,U.S. TAXPAYERS,,434103,SCHWARTZ,CHRISTINE,C.,,316,,,
11/5/2024,11,0,0,4,ALPENA,ALL,MEMBER OF THE STATE BOARD OF EDUCATION 8 YEAR TERMS (2) POSITIONS,,,3,LIBERTARIAN,,435863,BOMAN,SCOTTY,,,450,,,
11/5/2024,11,0,0,4,ALPENA,ALL,MEMBER OF THE STATE BOARD OF EDUCATION 8 YEAR TERMS (2) POSITIONS,MEMBER OF THE STATE BOARD OF EDUCATION 8 YEAR TERMS (2) POSITIONS,,2,REPUBLICAN,REP,466884,MCMILLIN,TOM,,,9562,,,
11/5/2024,11,0,0,4,ALPENA,ALL,MEMBER OF THE STATE BOARD OF EDUCATION 8 YEAR TERMS (2) POSITIONS,,,1,DEMOCRATIC,DEM,466885,JONES,THEODORE,,,5196,,,
11/5/2024,11,0,0,4,ALPENA,ALL,MEMBER OF THE STATE BOARD OF EDUCATION 8 YEAR TERMS (2) POSITIONS,MEMBER OF THE STATE BOARD OF EDUCATION 8 YEAR TERMS (2) POSITIONS,,2,REPUBLICAN,REP,466896,SNYDER,NIKKI,,,9618,,,
11/5/2024,11,0,0,4,ALPENA,ALL,MEMBER OF THE STATE BOARD OF EDUCATION 8 YEAR TERMS (2) POSITIONS,,,1,DEMOCRATIC,DEM,466897,ZEMKE,ADAM,FREDERICK,,4918,,,
11/5/2024,11,0,0,5,ANTRIM,ALL,MEMBER OF THE STATE BOARD OF EDUCATION 8 YEAR TERMS (2) POSITIONS,,,4,U.S. TAXPAYERS,,256540,GERRARD,TED,,,197,,,
11/5/2024,11,0,0,5,ANTRIM,ALL,MEMBER OF THE STATE BOARD OF EDUCATION 8 YEAR TERMS (2) POSITIONS,,,6,WORKING CLASS PARTY,,433982,HERING,MARY,ANNE,,687,,,
11/5/2024,11,0,0,5,ANTRIM,ALL,MEMBER OF THE STATE BOARD OF EDUCATION 8 YEAR TERMS (2) POSITIONS,,,4,U.S. TAXPAYERS,,434103,SCHWARTZ,CHRISTINE,C.,,257,,,
11/5/2024,11,0,0,5,ANTRIM,ALL,MEMBER OF THE STATE BOARD OF EDUCATION 8 YEAR TERMS (2) POSITIONS,,,3,LIBERTARIAN,,435863,BOMAN,SCOTTY,,,492,,,
11/5/2024,11,0,0,5,ANTRIM,ALL,MEMBER OF THE STATE BOARD OF EDUCATION 8 YEAR TERMS (2) POSITIONS,MEMBER OF THE STATE BOARD OF EDUCATION 8 YEAR TERMS (2) POSITIONS,,2,REPUBLICAN,REP,466884,MCMILLIN,TOM,,,9301,,,
11/5/2024,11,0,0,5,ANTRIM,ALL,MEMBER OF THE STATE BOARD OF EDUCATION 8 YEAR TERMS (2) POSITIONS,,,1,DEMOCRATIC,DEM,466885,JONES,THEODORE,,,5232,,,
11/5/2024,11,0,0,5,ANTRIM,ALL,MEMBER OF THE STATE BOARD OF EDUCATION 8 YEAR TERMS (2) POSITIONS,MEMBER OF THE STATE BOARD OF EDUCATION 8 YEAR TERMS (2) POSITIONS,,2,REPUBLICAN,REP,466896,SNYDER,NIKKI,,,9335,,,
11/5/2024,11,0,0,5,ANTRIM,ALL,MEMBER OF THE STATE BOARD OF EDUCATION 8 YEAR TERMS (2) POSITIONS,,,1,DEMOCRATIC,DEM,466897,ZEMKE,ADAM,FREDERICK,,4994,,,
11/5/2024,11,0,0,6,ARENAC,ALL,MEMBER OF THE STATE BOARD OF EDUCATION 8 YEAR TERMS (2) POSITIONS,,,4,U.S. TAXPAYERS,,256540,GERRARD,TED,,,135,,,
11/5/2024,11,0,0,6,ARENAC,ALL,MEMBER OF THE STATE BOARD OF EDUCATION 8 YEAR TERMS (2) POSITIONS,,,6,WORKING CLASS PARTY,,433982,HERING,MARY,ANNE,,430,,,
11/5/2024,11,0,0,6,ARENAC,ALL,MEMBER OF THE STATE BOARD OF EDUCATION 8 YEAR TERMS (2) POSITIONS,,,4,U.S. TAXPAYERS,,434103,SCHWARTZ,CHRISTINE,C.,,226,,,
11/5/2024,11,0,0,6,ARENAC,ALL,MEMBER OF THE STATE BOARD OF EDUCATION 8 YEAR TERMS (2) POSITIONS,,,3,LIBERTARIAN,,435863,BOMAN,SCOTTY,,,232,,,
11/5/2024,11,0,0,6,ARENAC,ALL,MEMBER OF THE STATE BOARD OF EDUCATION 8 YEAR TERMS (2) POSITIONS,MEMBER OF THE STATE BOARD OF EDUCATION 8 YEAR TERMS (2) POSITIONS,,2,REPUBLICAN,REP,466884,MCMILLIN,TOM,,,5304,,,
11/5/2024,11,0,0,6,ARENAC,ALL,MEMBER OF THE STATE BOARD OF EDUCATION 8 YEAR TERMS (2) POSITIONS,,,1,DEMOCRATIC,DEM,466885,JONES,THEODORE,,,2219,,,
11/5/2024,11,0,0,6,ARENAC,ALL,MEMBER OF THE STATE BOARD OF EDUCATION 8 YEAR TERMS (2) POSITIONS,MEMBER OF THE STATE BOARD OF EDUCATION 8 YEAR TERMS (2) POSITIONS,,2,REPUBLICAN,REP,466896,SNYDER,NIKKI,,,5338,,,
11/5/2024,11,0,0,6,ARENAC,ALL,MEMBER OF THE STATE BOARD OF EDUCATION 8 YEAR TERMS (2) POSITIONS,,,1,DEMOCRATIC,DEM,466897,ZEMKE,ADAM,FREDERICK,,2066,,,
11/5/2024,11,0,0,7,BARAGA,ALL,MEMBER OF THE STATE BOARD OF EDUCATION 8 YEAR TERMS (2) POSITIONS,,,4,U.S. TAXPAYERS,,256540,GERRARD,TED,,,35,,,
11/5/2024,11,0,0,7,BARAGA,ALL,MEMBER OF THE STATE BOARD OF EDUCATION 8 YEAR TERMS (2) POSITIONS,,,6,WORKING CLASS PARTY,,433982,HERING,MARY,ANNE,,169,,,
11/5/2024,11,0,0,7,BARAGA,ALL,MEMBER OF THE STATE BOARD OF EDUCATION 8 YEAR TERMS (2) POSITIONS,,,4,U.S. TAXPAYERS,,434103,SCHWARTZ,CHRISTINE,C.,,73,,,
11/5/2024,11,0,0,7,BARAGA,ALL,MEMBER OF THE STATE BOARD OF EDUCATION 8 YEAR TERMS (2) POSITIONS,,,3,LIBERTARIAN,,435863,BOMAN,SCOTTY,,,98,,,
11/5/2024,11,0,0,7,BARAGA,ALL,MEMBER OF THE STATE BOARD OF EDUCATION 8 YEAR TERMS (2) POSITIONS,MEMBER OF THE STATE BOARD OF EDUCATION 8 YEAR TERMS (2) POSITIONS,,2,REPUBLICAN,REP,466884,MCMILLIN,TOM,,,2400,,,
11/5/2024,11,0,0,7,BARAGA,ALL,MEMBER OF THE STATE BOARD OF EDUCATION 8 YEAR TERMS (2) POSITIONS,,,1,DEMOCRATIC,DEM,466885,JONES,THEODORE,,,1291,,,
11/5/2024,11,0,0,7,BARAGA,ALL,MEMBER OF THE STATE BOARD OF EDUCATION 8 YEAR TERMS (2) POSITIONS,MEMBER OF THE STATE BOARD OF EDUCATION 8 YEAR TERMS (2) POSITIONS,,2,REPUBLICAN,REP,466896,SNYDER,NIKKI,,,2413,,,
11/5/2024,11,0,0,7,BARAGA,ALL,MEMBER OF THE STATE BOARD OF EDUCATION 8 YEAR TERMS (2) POSITIONS,,,1,DEMOCRATIC,DEM,466897,ZEMKE,ADAM,FREDERICK,,1223,,,
