county,precinct,candidate,votes,voteType,party,office
St. Joseph,"Florence Township, Precinct 1",Jeffery J. Wenzel,523,Total,Republican,Drain Commissioner
St. Joseph,"Flowerfield Township, Precinct 1",Jeffery J. Wenzel,775,Total,Republican,Drain Commissioner
St. Joseph,"Leonidas Township, Precinct 1",Jeffery J. Wenzel,485,Total,Republican,Drain Commissioner
St. Joseph,"Lockport Township, Precinct 1",Jeffery J. Wenzel,1589,Total,Republican,Drain Commissioner
St. Joseph,"Mendon Township, Precinct 1",Jeffery J. Wenzel,1237,Total,Republican,Drain Commissioner
St. Joseph,"Mottville Township, Precinct 1",Jeffery J. Wenzel,580,Total,Republican,Drain Commissioner
St. Joseph,"Nottawa Township, Precinct 1",Jeffery J. Wenzel,1410,Total,Republican,Drain Commissioner
St. Joseph,"Park Township, Precinct 1",Jeffery J. Wenzel,1069,Total,Republican,Drain Commissioner
St. Joseph,"Sherman Township, Precinct 1",Jeffery J. Wenzel,1484,Total,Republican,Drain Commissioner
St. Joseph,"Sturgis Township, Precinct 1",Jeffery J. Wenzel,740,Total,Republican,Drain Commissioner
St. Joseph,"White Pigeon Township, Precinct 1",Jeffery J. Wenzel,1557,Total,Republican,Drain Commissioner
St. Joseph,"City of Sturgis, Precinct 1",Jeffery J. Wenzel,1012,Total,Republican,Drain Commissioner
St. Joseph,"City of Sturgis, Precinct 2",Jeffery J. Wenzel,480,Total,Republican,Drain Commissioner
St. Joseph,"City of Sturgis, Precinct 3",Jeffery J. Wenzel,499,Total,Republican,Drain Commissioner
St. Joseph,"City of Sturgis, Precinct 4",Jeffery J. Wenzel,693,Total,Republican,Drain Commissioner
St. Joseph,"City of Three Rivers, Precinct 1",Jeffery J. Wenzel,1020,Total,Republican,Drain Commissioner
St. Joseph,"City of Three Rivers, Precinct 2",Jeffery J. Wenzel,1127,Total,Republican,Drain Commissioner
St. Joseph,ALL,Write-in,471,Total,,Drain Commissioner
St. Joseph,"Burr Oak Township, Precinct 1",Write-in,7,Total,,Drain Commissioner
St. Joseph,"Colon Township, Precinct 1",Write-in,21,Total,,Drain Commissioner
St. Joseph,"Constantine Township, Precinct 1",Write-in,17,Total,,Drain Commissioner
St. Joseph,"Constantine Township, Precinct 2",Write-in,11,Total,,Drain Commissioner
St. Joseph,"Fabius Township, Precinct 1",Write-in,23,Total,,Drain Commissioner
St. Joseph,"Fawn River Township, Precinct 1",Write-in,6,Total,,Drain Commissioner
St. Joseph,"Florence Township, Precinct 1",Write-in,9,Total,,Drain Commissioner
St. Joseph,"Flowerfield Township, Precinct 1",Write-in,13,Total,,Drain Commissioner
St. Joseph,"Leonidas Township, Precinct 1",Write-in,9,Total,,Drain Commissioner
St. Joseph,"Lockport Township, Precinct 1",Write-in,28,Total,,Drain Commissioner
St. Joseph,"Mendon Township, Precinct 1",Write-in,14,Total,,Drain Commissioner
St. Joseph,"Mottville Township, Precinct 1",Write-in,9,Total,,Drain Commissioner
St. Joseph,"Nottawa Township, Precinct 1",Write-in,24,Total,,Drain Commissioner
St. Joseph,"Park Township, Precinct 1",Write-in,17,Total,,Drain Commissioner
St. Joseph,"Sherman Township, Precinct 1",Write-in,26,Total,,Drain Commissioner
St. Joseph,"Sturgis Township, Precinct 1",Write-in,16,Total,,Drain Commissioner
St. Joseph,"White Pigeon Township, Precinct 1",Write-in,29,Total,,Drain Commissioner
St. Joseph,"City of Sturgis, Precinct 1",Write-in,18,Total,,Drain Commissioner
St. Joseph,"City of Sturgis, Precinct 2",Write-in,19,Total,,Drain Commissioner
St. Joseph,"City of Sturgis, Precinct 3",Write-in,26,Total,,Drain Commissioner
St. Joseph,"City of Sturgis, Precinct 4",Write-in,14,Total,,Drain Commissioner
St. Joseph,"City of Three Rivers, Precinct 1",Write-in,56,Total,,Drain Commissioner
St. Joseph,"City of Three Rivers, Precinct 2",Write-in,59,Total,,Drain Commissioner
St. Joseph,ALL,David W. Mostrom,22421,Total,Republican,Surveyor
St. Joseph,"Burr Oak Township, Precinct 1",David W. Mostrom,1035,Total,Republican,Surveyor
St. Joseph,"Colon Township, Precinct 1",David W. Mostrom,1311,Total,Republican,Surveyor
St. Joseph,"Constantine Township, Precinct 1",David W. Mostrom,893,Total,Republican,Surveyor
St. Joseph,"Constantine Township, Precinct 2",David W. Mostrom,611,Total,Republican,Surveyor
St. Joseph,"Fabius Township, Precinct 1",David W. Mostrom,1562,Total,Republican,Surveyor
St. Joseph,"Fawn River Township, Precinct 1",David W. Mostrom,628,Total,Republican,Surveyor
St. Joseph,"Florence Township, Precinct 1",David W. Mostrom,533,Total,Republican,Surveyor
St. Joseph,"Flowerfield Township, Precinct 1",David W. Mostrom,774,Total,Republican,Surveyor
St. Joseph,"Leonidas Township, Precinct 1",David W. Mostrom,476,Total,Republican,Surveyor
St. Joseph,"Lockport Township, Precinct 1",David W. Mostrom,1579,Total,Republican,Surveyor
St. Joseph,"Mendon Township, Precinct 1",David W. Mostrom,1236,Total,Republican,Surveyor
St. Joseph,"Mottville Township, Precinct 1",David W. Mostrom,586,Total,Republican,Surveyor
St. Joseph,"Nottawa Township, Precinct 1",David W. Mostrom,1460,Total,Republican,Surveyor
St. Joseph,"Park Township, Precinct 1",David W. Mostrom,1070,Total,Republican,Surveyor
St. Joseph,"Sherman Township, Precinct 1",David W. Mostrom,1518,Total,Republican,Surveyor
St. Joseph,"Sturgis Township, Precinct 1",David W. Mostrom,750,Total,Republican,Surveyor
St. Joseph,"White Pigeon Township, Precinct 1",David W. Mostrom,1567,Total,Republican,Surveyor
St. Joseph,"City of Sturgis, Precinct 1",David W. Mostrom,1004,Total,Republican,Surveyor
St. Joseph,"City of Sturgis, Precinct 2",David W. Mostrom,478,Total,Republican,Surveyor
St. Joseph,"City of Sturgis, Precinct 3",David W. Mostrom,504,Total,Republican,Surveyor
St. Joseph,"City of Sturgis, Precinct 4",David W. Mostrom,684,Total,Republican,Surveyor
St. Joseph,"City of Three Rivers, Precinct 1",David W. Mostrom,1034,Total,Republican,Surveyor
St. Joseph,"City of Three Rivers, Precinct 2",David W. Mostrom,1128,Total,Republican,Surveyor
St. Joseph,ALL,Write-in,406,Total,,Surveyor
St. Joseph,"Burr Oak Township, Precinct 1",Write-in,8,Total,,Surveyor
St. Joseph,"Colon Township, Precinct 1",Write-in,14,Total,,Surveyor
St. Joseph,"Constantine Township, Precinct 1",Write-in,12,Total,,Surveyor
St. Joseph,"Constantine Township, Precinct 2",Write-in,11,Total,,Surveyor
St. Joseph,"Fabius Township, Precinct 1",Write-in,15,Total,,Surveyor
St. Joseph,"Fawn River Township, Precinct 1",Write-in,3,Total,,Surveyor
St. Joseph,"Florence Township, Precinct 1",Write-in,6,Total,,Surveyor
St. Joseph,"Flowerfield Township, Precinct 1",Write-in,10,Total,,Surveyor
St. Joseph,"Leonidas Township, Precinct 1",Write-in,10,Total,,Surveyor
St. Joseph,"Lockport Township, Precinct 1",Write-in,27,Total,,Surveyor
St. Joseph,"Mendon Township, Precinct 1",Write-in,7,Total,,Surveyor
St. Joseph,"Mottville Township, Precinct 1",Write-in,8,Total,,Surveyor
St. Joseph,"Nottawa Township, Precinct 1",Write-in,16,Total,,Surveyor
St. Joseph,"Park Township, Precinct 1",Write-in,20,Total,,Surveyor
St. Joseph,"Sherman Township, Precinct 1",Write-in,13,Total,,Surveyor
St. Joseph,"Sturgis Township, Precinct 1",Write-in,12,Total,,Surveyor
St. Joseph,"White Pigeon Township, Precinct 1",Write-in,22,Total,,Surveyor
St. Joseph,"City of Sturgis, Precinct 1",Write-in,19,Total,,Surveyor
St. Joseph,"City of Sturgis, Precinct 2",Write-in,15,Total,,Surveyor
St. Joseph,"City of Sturgis, Precinct 3",Write-in,24,Total,,Surveyor
St. Joseph,"City of Sturgis, Precinct 4",Write-in,17,Total,,Surveyor
St. Joseph,"City of Three Rivers, Precinct 1",Write-in,51,Total,,Surveyor
St. Joseph,"City of Three Rivers, Precinct 2",Write-in,66,Total,,Surveyor
St. Joseph,ALL,Jared Hoffmaster,3432,Total,Republican,Commissioner District 1
St. Joseph,"Fabius Township, Precinct 1",Jared Hoffmaster,1534,Total,Republican,Commissioner District 1
St. Joseph,"Flowerfield Township, Precinct 1",Jared Hoffmaster,768,Total,Republican,Commissioner District 1
St. Joseph,"City of Three Rivers, Precinct 2",Jared Hoffmaster,1130,Total,Republican,Commissioner District 1
St. Joseph,ALL,Write-in,101,Total,,Commissioner District 1
St. Joseph,"Fabius Township, Precinct 1",Write-in,24,Total,,Commissioner District 1
St. Joseph,"Flowerfield Township, Precinct 1",Write-in,14,Total,,Commissioner District 1
St. Joseph,"City of Three Rivers, Precinct 2",Write-in,63,Total,,Commissioner District 1
St. Joseph,ALL,Rick Shaffer,3136,Total,Republican,Commissioner District 2
St. Joseph,"Florence Township, Precinct 1",Rick Shaffer,524,Total,Republican,Commissioner District 2
St. Joseph,"Lockport Township, Precinct 1",Rick Shaffer,1573,Total,Republican,Commissioner District 2
St. Joseph,"City of Three Rivers, Precinct 1",Rick Shaffer,1039,Total,Republican,Commissioner District 2
St. Joseph,ALL,Write-in,89,Total,,Commissioner District 2
St. Joseph,"Florence Township, Precinct 1",Write-in,7,Total,,Commissioner District 2
St. Joseph,"Lockport Township, Precinct 1",Write-in,34,Total,,Commissioner District 2
St. Joseph,"City of Three Rivers, Precinct 1",Write-in,48,Total,,Commissioner District 2
St. Joseph,ALL,Rusty Baker,3706,Total,Republican,Commissioner District 3
St. Joseph,"Colon Township, Precinct 1",Rusty Baker,938,Total,Republican,Commissioner District 3
St. Joseph,"Leonidas Township, Precinct 1",Rusty Baker,476,Total,Republican,Commissioner District 3
St. Joseph,"Mendon Township, Precinct 1",Rusty Baker,1238,Total,Republican,Commissioner District 3
St. Joseph,"Park Township, Precinct 1",Rusty Baker,1054,Total,Republican,Commissioner District 3
St. Joseph,ALL,Write-in,59,Total,,Commissioner District 3
St. Joseph,"Colon Township, Precinct 1",Write-in,12,Total,,Commissioner District 3
St. Joseph,"Leonidas Township, Precinct 1",Write-in,12,Total,,Commissioner District 3
St. Joseph,"Mendon Township, Precinct 1",Write-in,12,Total,,Commissioner District 3
St. Joseph,"Park Township, Precinct 1",Write-in,23,Total,,Commissioner District 3
St. Joseph,ALL,Luis Rosado,3604,Total,Republican,Commissioner District 4
St. Joseph,"Constantine Township, Precinct 1",Luis Rosado,875,Total,Republican,Commissioner District 4
St. Joseph,"Constantine Township, Precinct 2",Luis Rosado,610,Total,Republican,Commissioner District 4
St. Joseph,"Mottville Township, Precinct 1",Luis Rosado,579,Total,Republican,Commissioner District 4
St. Joseph,"White Pigeon Township, Precinct 1",Luis Rosado,1540,Total,Republican,Commissioner District 4
St. Joseph,ALL,Write-in,77,Total,,Commissioner District 4
St. Joseph,"Constantine Township, Precinct 1",Write-in,16,Total,,Commissioner District 4
St. Joseph,"Constantine Township, Precinct 2",Write-in,12,Total,,Commissioner District 4
St. Joseph,"Mottville Township, Precinct 1",Write-in,10,Total,,Commissioner District 4
St. Joseph,"White Pigeon Township, Precinct 1",Write-in,39,Total,,Commissioner District 4
St. Joseph,ALL,Christina Yunker,3351,Total,Republican,Commissioner District 5
St. Joseph,"Nottawa Township, Precinct 1",Christina Yunker,1373,Total,Republican,Commissioner District 5
St. Joseph,"Sherman Township, Precinct 1",Christina Yunker,1432,Total,Republican,Commissioner District 5
St. Joseph,"Sturgis Township, Precinct 1",Christina Yunker,543,Total,Republican,Commissioner District 5
St. Joseph,"City of Sturgis, Precinct 2",Christina Yunker,3,Total,Republican,Commissioner District 5
St. Joseph,ALL,Write-in,53,Total,,Commissioner District 5
St. Joseph,"Nottawa Township, Precinct 1",Write-in,20,Total,,Commissioner District 5
St. Joseph,"Sherman Township, Precinct 1",Write-in,19,Total,,Commissioner District 5
St. Joseph,"Sturgis Township, Precinct 1",Write-in,14,Total,,Commissioner District 5
St. Joseph,"City of Sturgis, Precinct 2",Write-in,0,Total,,Commissioner District 5
St. Joseph,ALL,Kenneth L. Malone,1822,Total,Republican,Commissioner District 6
St. Joseph,"Sturgis Township, Precinct 1",Kenneth L. Malone,170,Total,Republican,Commissioner District 6
St. Joseph,"City of Sturgis, Precinct 2",Kenneth L. Malone,466,Total,Republican,Commissioner District 6
St. Joseph,"City of Sturgis, Precinct 3",Kenneth L. Malone,505,Total,Republican,Commissioner District 6
St. Joseph,"City of Sturgis, Precinct 4",Kenneth L. Malone,681,Total,Republican,Commissioner District 6
St. Joseph,ALL,Write-in,66,Total,,Commissioner District 6
St. Joseph,"Sturgis Township, Precinct 1",Write-in,5,Total,,Commissioner District 6
St. Joseph,"City of Sturgis, Precinct 2",Write-in,20,Total,,Commissioner District 6
St. Joseph,"City of Sturgis, Precinct 3",Write-in,21,Total,,Commissioner District 6
St. Joseph,"City of Sturgis, Precinct 4",Write-in,20,Total,,Commissioner District 6
St. Joseph,ALL,Terrance Dee Conklin,3030,Total,Republican,Commissioner District 7
St. Joseph,"Burr Oak Township, Precinct 1",Terrance Dee Conklin,1045,Total,Republican,Commissioner District 7
St. Joseph,"Colon Township, Precinct 1",Terrance Dee Conklin,360,Total,Republican,Commissioner District 7
St. Joseph,"Fawn River Township, Precinct 1",Terrance Dee Conklin,624,Total,Republican,Commissioner District 7
St. Joseph,"Sturgis Township, Precinct 1",Terrance Dee Conklin,9,Total,Republican,Commissioner District 7
St. Joseph,"City of Sturgis, Precinct 1",Terrance Dee Conklin,992,Total,Republican,Commissioner District 7
St. Joseph,ALL,Write-in,35,Total,,Commissioner District 7
St. Joseph,"Burr Oak Township, Precinct 1",Write-in,9,Total,,Commissioner District 7
St. Joseph,"Colon Township, Precinct 1",Write-in,7,Total,,Commissioner District 7
St. Joseph,"Fawn River Township, Precinct 1",Write-in,3,Total,,Commissioner District 7
St. Joseph,"Sturgis Township, Precinct 1",Write-in,0,Total,,Commissioner District 7
St. Joseph,"City of Sturgis, Precinct 1",Write-in,16,Total,,Commissioner District 7
St. Joseph,ALL,George H. Letts,1036,Total,Republican,Supervisor
St. Joseph,"Burr Oak Township, Precinct 1",George H. Letts,1036,Total,Republican,Supervisor
St. Joseph,ALL,Write-in,7,Total,,Supervisor
St. Joseph,"Burr Oak Township, Precinct 1",Write-in,7,Total,,Supervisor
St. Joseph,ALL,Sandra Jackson,1309,Total,Republican,Supervisor
St. Joseph,"Colon Township, Precinct 1",Sandra Jackson,1309,Total,Republican,Supervisor
St. Joseph,ALL,Write-in,25,Total,,Supervisor
St. Joseph,"Colon Township, Precinct 1",Write-in,25,Total,,Supervisor
St. Joseph,ALL,Erin Arnett,1516,Total,Republican,Supervisor
St. Joseph,"Constantine Township, Precinct 1",Erin Arnett,898,Total,Republican,Supervisor
St. Joseph,"Constantine Township, Precinct 2",Erin Arnett,618,Total,Republican,Supervisor
St. Joseph,ALL,Write-in,23,Total,,Supervisor
St. Joseph,"Constantine Township, Precinct 1",Write-in,10,Total,,Supervisor
St. Joseph,"Constantine Township, Precinct 2",Write-in,13,Total,,Supervisor
St. Joseph,ALL,Daniel Wilkins,1547,Total,Republican,Supervisor
St. Joseph,"Fabius Township, Precinct 1",Daniel Wilkins,1547,Total,Republican,Supervisor
St. Joseph,ALL,Write-in,22,Total,,Supervisor
St. Joseph,"Fabius Township, Precinct 1",Write-in,22,Total,,Supervisor
St. Joseph,ALL,Michael Himes,631,Total,Republican,Supervisor
St. Joseph,"Fawn River Township, Precinct 1",Michael Himes,631,Total,Republican,Supervisor
St. Joseph,ALL,Write-in,5,Total,,Supervisor
St. Joseph,"Fawn River Township, Precinct 1",Write-in,5,Total,,Supervisor
St. Joseph,ALL,Tim A. Carls,524,Total,Republican,Supervisor
St. Joseph,"Florence Township, Precinct 1",Tim A. Carls,524,Total,Republican,Supervisor
St. Joseph,ALL,Write-in,8,Total,,Supervisor
St. Joseph,"Florence Township, Precinct 1",Write-in,8,Total,,Supervisor
St. Joseph,ALL,Ronald D. Shaver,758,Total,Republican,Supervisor
St. Joseph,"Flowerfield Township, Precinct 1",Ronald D. Shaver,758,Total,Republican,Supervisor
St. Joseph,ALL,Write-in,17,Total,,Supervisor
St. Joseph,"Flowerfield Township, Precinct 1",Write-in,17,Total,,Supervisor
St. Joseph,ALL,Bernard L. Saxman,382,Total,Republican,Supervisor
St. Joseph,"Leonidas Township, Precinct 1",Bernard L. Saxman,382,Total,Republican,Supervisor
St. Joseph,ALL,David W. Bacon,141,Total,No Party Affiliation,Supervisor
St. Joseph,"Leonidas Township, Precinct 1",David W. Bacon,141,Total,No Party Affiliation,Supervisor
St. Joseph,ALL,Write-in,6,Total,,Supervisor
St. Joseph,"Leonidas Township, Precinct 1",Write-in,6,Total,,Supervisor
St. Joseph,ALL,Mark W. Major,1574,Total,Republican,Supervisor
St. Joseph,"Lockport Township, Precinct 1",Mark W. Major,1574,Total,Republican,Supervisor
St. Joseph,ALL,Write-in,33,Total,,Supervisor
St. Joseph,"Lockport Township, Precinct 1",Write-in,33,Total,,Supervisor
St. Joseph,ALL,Maurice Kline,1238,Total,Republican,Supervisor
St. Joseph,"Mendon Township, Precinct 1",Maurice Kline,1238,Total,Republican,Supervisor
St. Joseph,ALL,Write-in,12,Total,,Supervisor
St. Joseph,"Mendon Township, Precinct 1",Write-in,12,Total,,Supervisor
St. Joseph,ALL,Douglas DeMeyer,585,Total,Republican,Supervisor
St. Joseph,"Mottville Township, Precinct 1",Douglas DeMeyer,585,Total,Republican,Supervisor
St. Joseph,ALL,Write-in,10,Total,,Supervisor
St. Joseph,"Mottville Township, Precinct 1",Write-in,10,Total,,Supervisor
St. Joseph,ALL,David C. Peterson,1419,Total,Republican,Supervisor
St. Joseph,"Nottawa Township, Precinct 1",David C. Peterson,1419,Total,Republican,Supervisor
St. Joseph,ALL,Write-in,22,Total,,Supervisor
St. Joseph,"Nottawa Township, Precinct 1",Write-in,22,Total,,Supervisor
St. Joseph,ALL,John E. English,1087,Total,Republican,Supervisor
St. Joseph,"Park Township, Precinct 1",John E. English,1087,Total,Republican,Supervisor
St. Joseph,ALL,Write-in,16,Total,,Supervisor
St. Joseph,"Park Township, Precinct 1",Write-in,16,Total,,Supervisor
St. Joseph,ALL,Steve Wolf,1497,Total,Republican,Supervisor
St. Joseph,"Sherman Township, Precinct 1",Steve Wolf,1497,Total,Republican,Supervisor
St. Joseph,ALL,Write-in,11,Total,,Supervisor
St. Joseph,"Sherman Township, Precinct 1",Write-in,11,Total,,Supervisor
St. Joseph,ALL,Von Metzger,749,Total,Republican,Supervisor
St. Joseph,"Sturgis Township, Precinct 1",Von Metzger,749,Total,Republican,Supervisor
St. Joseph,ALL,Write-in,11,Total,,Supervisor
St. Joseph,"Sturgis Township, Precinct 1",Write-in,11,Total,,Supervisor
St. Joseph,ALL,Jason Trosper,1549,Total,Republican,Supervisor
St. Joseph,"White Pigeon Township, Precinct 1",Jason Trosper,1549,Total,Republican,Supervisor
St. Joseph,ALL,Write-in,34,Total,,Supervisor
St. Joseph,"White Pigeon Township, Precinct 1",Write-in,34,Total,,Supervisor
St. Joseph,ALL,Ashley Garl,1029,Total,Republican,Clerk
St. Joseph,"Burr Oak Township, Precinct 1",Ashley Garl,1029,Total,Republican,Clerk
St. Joseph,ALL,Write-in,7,Total,,Clerk
St. Joseph,"Burr Oak Township, Precinct 1",Write-in,7,Total,,Clerk
St. Joseph,ALL,Natalie Wyant,1325,Total,Republican,Clerk
St. Joseph,"Colon Township, Precinct 1",Natalie Wyant,1325,Total,Republican,Clerk
St. Joseph,ALL,Write-in,25,Total,,Clerk
St. Joseph,"Colon Township, Precinct 1",Write-in,25,Total,,Clerk
St. Joseph,ALL,Marcia Skelton,1516,Total,Republican,Clerk
St. Joseph,"Constantine Township, Precinct 1",Marcia Skelton,895,Total,Republican,Clerk
St. Joseph,"Constantine Township, Precinct 2",Marcia Skelton,621,Total,Republican,Clerk
St. Joseph,ALL,Write-in,17,Total,,Clerk
St. Joseph,"Constantine Township, Precinct 1",Write-in,8,Total,,Clerk
St. Joseph,"Constantine Township, Precinct 2",Write-in,9,Total,,Clerk
St. Joseph,ALL,Carol Wilkins,1553,Total,Republican,Clerk
St. Joseph,"Fabius Township, Precinct 1",Carol Wilkins,1553,Total,Republican,Clerk
St. Joseph,ALL,Write-in,19,Total,,Clerk
St. Joseph,"Fabius Township, Precinct 1",Write-in,19,Total,,Clerk
St. Joseph,ALL,Ammara Kanjanayothee,625,Total,Republican,Clerk
St. Joseph,"Fawn River Township, Precinct 1",Ammara Kanjanayothee,625,Total,Republican,Clerk
St. Joseph,ALL,Write-in,4,Total,,Clerk
St. Joseph,"Fawn River Township, Precinct 1",Write-in,4,Total,,Clerk
St. Joseph,ALL,Kayla Miller,535,Total,Republican,Clerk
St. Joseph,"Florence Township, Precinct 1",Kayla Miller,535,Total,Republican,Clerk
St. Joseph,ALL,Write-in,6,Total,,Clerk
St. Joseph,"Florence Township, Precinct 1",Write-in,6,Total,,Clerk
St. Joseph,ALL,Teresa M. Ives,786,Total,Republican,Clerk
St. Joseph,"Flowerfield Township, Precinct 1",Teresa M. Ives,786,Total,Republican,Clerk
St. Joseph,ALL,Write-in,10,Total,,Clerk
St. Joseph,"Flowerfield Township, Precinct 1",Write-in,10,Total,,Clerk
St. Joseph,ALL,Vickie Ruddock,486,Total,Republican,Clerk
St. Joseph,"Leonidas Township, Precinct 1",Vickie Ruddock,486,Total,Republican,Clerk
St. Joseph,ALL,Write-in,7,Total,,Clerk
St. Joseph,"Leonidas Township, Precinct 1",Write-in,7,Total,,Clerk
St. Joseph,ALL,Theresa Gherna-Ankney,1550,Total,Republican,Clerk
St. Joseph,"Lockport Township, Precinct 1",Theresa Gherna-Ankney,1550,Total,Republican,Clerk
St. Joseph,ALL,Write-in,36,Total,,Clerk
St. Joseph,"Lockport Township, Precinct 1",Write-in,36,Total,,Clerk
St. Joseph,ALL,Donna Cupp,1292,Total,Republican,Clerk
St. Joseph,"Mendon Township, Precinct 1",Donna Cupp,1292,Total,Republican,Clerk
St. Joseph,ALL,Write-in,11,Total,,Clerk
St. Joseph,"Mendon Township, Precinct 1",Write-in,11,Total,,Clerk
St. Joseph,ALL,Sherry D. Medford,595,Total,Republican,Clerk
St. Joseph,"Mottville Township, Precinct 1",Sherry D. Medford,595,Total,Republican,Clerk
St. Joseph,ALL,Write-in,9,Total,,Clerk
St. Joseph,"Mottville Township, Precinct 1",Write-in,9,Total,,Clerk
St. Joseph,ALL,Bret D. Lutz,1454,Total,Republican,Clerk
St. Joseph,"Nottawa Township, Precinct 1",Bret D. Lutz,1454,Total,Republican,Clerk
St. Joseph,ALL,Write-in,14,Total,,Clerk
St. Joseph,"Nottawa Township, Precinct 1",Write-in,14,Total,,Clerk
St. Joseph,ALL,Lari J. Roberts,1080,Total,Republican,Clerk
St. Joseph,"Park Township, Precinct 1",Lari J. Roberts,1080,Total,Republican,Clerk
St. Joseph,ALL,Write-in,18,Total,,Clerk
St. Joseph,"Park Township, Precinct 1",Write-in,18,Total,,Clerk
St. Joseph,ALL,Phyllis Lung,1496,Total,Republican,Clerk
St. Joseph,"Sherman Township, Precinct 1",Phyllis Lung,1496,Total,Republican,Clerk
St. Joseph,ALL,Write-in,10,Total,,Clerk
St. Joseph,"Sherman Township, Precinct 1",Write-in,10,Total,,Clerk
St. Joseph,ALL,Mark Bowen,493,Total,Democrat,Clerk
St. Joseph,"Sturgis Township, Precinct 1",Mark Bowen,493,Total,Democrat,Clerk
St. Joseph,ALL,Write-in,51,Total,,Clerk
St. Joseph,"Sturgis Township, Precinct 1",Write-in,51,Total,,Clerk
St. Joseph,ALL,Lacie Pletcher,1537,Total,Republican,Clerk
St. Joseph,"White Pigeon Township, Precinct 1",Lacie Pletcher,1537,Total,Republican,Clerk
St. Joseph,ALL,Write-in,38,Total,,Clerk
St. Joseph,"White Pigeon Township, Precinct 1",Write-in,38,Total,,Clerk
St. Joseph,ALL,Mary Jo Gould,1063,Total,Republican,Treasurer
St. Joseph,"Burr Oak Township, Precinct 1",Mary Jo Gould,1063,Total,Republican,Treasurer
St. Joseph,ALL,Write-in,6,Total,,Treasurer
St. Joseph,"Burr Oak Township, Precinct 1",Write-in,6,Total,,Treasurer
St. Joseph,ALL,Teresa Owsley,1308,Total,Republican,Treasurer
St. Joseph,"Colon Township, Precinct 1",Teresa Owsley,1308,Total,Republican,Treasurer
St. Joseph,ALL,Write-in,27,Total,,Treasurer
St. Joseph,"Colon Township, Precinct 1",Write-in,27,Total,,Treasurer
St. Joseph,ALL,Cindy LaFluer,1511,Total,Republican,Treasurer
St. Joseph,"Constantine Township, Precinct 1",Cindy LaFluer,891,Total,Republican,Treasurer
St. Joseph,"Constantine Township, Precinct 2",Cindy LaFluer,620,Total,Republican,Treasurer
St. Joseph,ALL,Write-in,22,Total,,Treasurer
St. Joseph,"Constantine Township, Precinct 1",Write-in,11,Total,,Treasurer
St. Joseph,"Constantine Township, Precinct 2",Write-in,11,Total,,Treasurer
St. Joseph,ALL,Cindy Haradine,1564,Total,Republican,Treasurer
St. Joseph,"Fabius Township, Precinct 1",Cindy Haradine,1564,Total,Republican,Treasurer
St. Joseph,ALL,Write-in,17,Total,,Treasurer
St. Joseph,"Fabius Township, Precinct 1",Write-in,17,Total,,Treasurer
St. Joseph,ALL,Jennifer Schwartz,635,Total,Republican,Treasurer
St. Joseph,"Fawn River Township, Precinct 1",Jennifer Schwartz,635,Total,Republican,Treasurer
St. Joseph,ALL,Write-in,4,Total,,Treasurer
St. Joseph,"Fawn River Township, Precinct 1",Write-in,4,Total,,Treasurer
St. Joseph,ALL,Tonya Ziehm,523,Total,Republican,Treasurer
St. Joseph,"Florence Township, Precinct 1",Tonya Ziehm,523,Total,Republican,Treasurer
St. Joseph,ALL,Write-in,5,Total,,Treasurer
St. Joseph,"Florence Township, Precinct 1",Write-in,5,Total,,Treasurer
St. Joseph,ALL,Nicole Hess,770,Total,Republican,Treasurer
St. Joseph,"Flowerfield Township, Precinct 1",Nicole Hess,770,Total,Republican,Treasurer
St. Joseph,ALL,Write-in,10,Total,,Treasurer
St. Joseph,"Flowerfield Township, Precinct 1",Write-in,10,Total,,Treasurer
St. Joseph,ALL,Barry MacDonald,483,Total,Republican,Treasurer
St. Joseph,"Leonidas Township, Precinct 1",Barry MacDonald,483,Total,Republican,Treasurer
St. Joseph,ALL,Write-in,10,Total,,Treasurer
St. Joseph,"Leonidas Township, Precinct 1",Write-in,10,Total,,Treasurer
St. Joseph,ALL,Michael L. Friesner,1577,Total,Republican,Treasurer
St. Joseph,"Lockport Township, Precinct 1",Michael L. Friesner,1577,Total,Republican,Treasurer
St. Joseph,ALL,Write-in,30,Total,,Treasurer
St. Joseph,"Lockport Township, Precinct 1",Write-in,30,Total,,Treasurer
St. Joseph,ALL,Janice M. Griffith,1263,Total,Republican,Treasurer
St. Joseph,"Mendon Township, Precinct 1",Janice M. Griffith,1263,Total,Republican,Treasurer
St. Joseph,ALL,Write-in,11,Total,,Treasurer
St. Joseph,"Mendon Township, Precinct 1",Write-in,11,Total,,Treasurer
St. Joseph,ALL,Jan Mallo,602,Total,Republican,Treasurer
St. Joseph,"Mottville Township, Precinct 1",Jan Mallo,602,Total,Republican,Treasurer
St. Joseph,ALL,Write-in,6,Total,,Treasurer
St. Joseph,"Mottville Township, Precinct 1",Write-in,6,Total,,Treasurer
St. Joseph,ALL,Deb Rice,1450,Total,Republican,Treasurer
St. Joseph,"Nottawa Township, Precinct 1",Deb Rice,1450,Total,Republican,Treasurer
St. Joseph,ALL,Write-in,14,Total,,Treasurer
St. Joseph,"Nottawa Township, Precinct 1",Write-in,14,Total,,Treasurer
St. Joseph,ALL,Cindy Fenwick,1094,Total,Republican,Treasurer
St. Joseph,"Park Township, Precinct 1",Cindy Fenwick,1094,Total,Republican,Treasurer
